failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfreeze_position,error
False,43,0.013545043549788933,0.9998000399920016,0.9999475368553591,0.9998950792151925,1.0,0.7777359909740504,0.1,0.9689586790238375,0.9760691426474785,0.9725009139282668,0.9861504769601341,0.986224225391813,0.8614277144571085,14.949210166931152,0.21959024667739868,0.9492101669311523,0.003385988871256518,0.7196281084547896,9698.863725882024,9046.92431640625,16.0,16.0,161061273600.0,161061273600.0,early+middle,
False,44,0.013499854041339522,0.9996000799840032,0.999842594050055,0.9998950571938293,0.9997901364113326,0.7776544020857565,0.6,0.9682494741951141,0.9759468384361368,0.9720829188069763,0.9858414993954898,0.9859627564285156,0.8584283143371326,14.948610305786133,0.22081342339515686,0.9486103057861328,0.0034259796142578347,0.7189128708733209,10039.436113621108,9042.48681640625,16.0,16.0,161061273600.0,161061273600.0,early+middle,
False,42,0.015269371314630166,0.9998000399920016,0.9998950682056663,0.9998950682056663,0.9998950682056663,0.7776961574708612,0.7,0.9668836682705916,0.9748461005340617,0.9708485586682907,0.9853242993301461,0.9853718134369784,0.8528294341131774,14.949210166931152,0.21959024667739868,0.9492101669311523,0.003385988871256518,0.7176953493972947,9793.902437522076,8645.70703125,16.0,16.0,161061273600.0,161061273600.0,middle+late,
False,43,0.015565378999243826,0.9996000799840032,0.9998950792151925,0.9997901804448175,1.0,0.777695601620684,0.5499999999999999,0.9666531932093775,0.9749684047454034,0.970792993565934,0.9851965367749687,0.9853440363905632,0.8512297540491902,14.948410034179688,0.2212192863225937,0.9484103322029114,0.003439331054687522,0.7173218166663518,9772.159550881013,8653.86376953125,16.0,16.0,161061273600.0,161061273600.0,middle+late,
False,44,0.015321517753616678,0.9992001599680064,0.9997901143876587,0.999895046179681,0.999685204616999,0.7776119748457407,0.95,0.9673091687881359,0.9759060703656895,0.9715886029710202,0.9853943814695133,0.9856893586793395,0.8554289142171566,14.948610305786133,0.22081342339515686,0.9486103057861328,0.0034259796142578347,0.7181246654072325,8356.811663507018,8653.16064453125,16.0,16.0,161061273600.0,161061273600.0,middle+late,
False,42,0.013515814599419643,0.9996000799840032,0.9998950792151925,0.9997901804448175,1.0,0.7776960947043516,0.2,0.9677654196157736,0.9754983896612174,0.9716165184553539,0.9856082992196786,0.9857557988352732,0.8562287542491501,14.948810577392578,0.220406636595726,0.9488102197647095,0.003412628173828147,0.7184178815973064,8606.940756585915,9040.048828125,16.0,16.0,161061273600.0,161061273600.0,early+late,
False,43,0.01353478790982868,0.999000199960008,0.9997377117977233,0.9995804049092626,0.9998950682056663,0.7775726283368493,0.2,0.9683908045977011,0.9754576215907701,0.9719113674675548,0.9854557837137814,0.985824539632639,0.8578284343131374,14.948610305786133,0.22081342339515686,0.9486103057861328,0.0034259796142578347,0.7185783766623541,8920.112799249124,9048.06494140625,16.0,16.0,161061273600.0,161061273600.0,early+late,
False,44,0.014061653984806534,0.9992001599680064,0.9997901804448175,0.9995804489196559,1.0,0.7776133390860941,0.2,0.9692257855523162,0.9758245342247951,0.972513966480447,0.9858570632242267,0.9861520734626322,0.8602279544091181,14.948610305786133,0.22081342339515686,0.9486103057861328,0.0034259796142578347,0.7192001521414481,7854.966474523768,9045.04931640625,16.0,16.0,161061273600.0,161061273600.0,early+late,
True,42,,,,,,,,,,,,,,,,,,,,,,,,,all,"CUDA out of memory. Tried to allocate 32.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 2.69 MiB is free. Including non-PyTorch memory, this process has 11.48 GiB memory in use. Process 3085745 has 19.85 GiB memory in use. Of the allocated memory 10.61 GiB is allocated by PyTorch, and 285.17 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
True,43,,,,,,,,,,,,,,,,,,,,,,,,,all,"CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 8.69 MiB is free. Including non-PyTorch memory, this process has 11.47 GiB memory in use. Process 3085745 has 19.85 GiB memory in use. Of the allocated memory 10.81 GiB is allocated by PyTorch, and 74.97 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
True,44,,,,,,,,,,,,,,,,,,,,,,,,,all,"CUDA out of memory. Tried to allocate 32.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 28.69 MiB is free. Including non-PyTorch memory, this process has 11.45 GiB memory in use. Process 3085745 has 19.85 GiB memory in use. Of the allocated memory 10.70 GiB is allocated by PyTorch, and 169.10 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
False,42,0.33901469887921604,0.5808838232353529,0.8442753585933885,0.827638342908981,0.861594963273872,0.6574101275959924,0.5499999999999999,0.7246464359320588,0.8313832606302743,0.7743540088473733,0.677618916041363,0.8093146837203808,0.2715456908618276,14.957608222961426,0.20150086283683777,0.9576084613800049,0.0028261184692383035,0.43160948569037627,5927.600179614965,5302.912109375,16.0,16.0,161061273600.0,161061273600.0,none,
False,43,0.3445919641909508,0.5706858628274345,0.8414652996032769,0.826601882781658,0.8568730325288563,0.6552903934428067,0.5499999999999999,0.7297720797720798,0.8354192996045497,0.7790302039574978,0.6748580333924661,0.8102477517803873,0.27194561087782443,14.955808639526367,0.20554015040397644,0.9558088183403015,0.002946090698242143,0.4288933416434526,6247.095297025982,5300.42822265625,16.0,16.0,161061273600.0,161061273600.0,none,
False,44,0.34279638009901625,0.5776844631073785,0.8437162960299933,0.8262750226335379,0.861909758656873,0.6571734368422848,0.5499999999999999,0.7292400783057483,0.8352562273227608,0.7786561264822134,0.678170294794796,0.8111862112561034,0.27394521095780844,14.957608222961426,0.20150086283683777,0.9576084613800049,0.0028261184692383035,0.43159746355511064,6042.907247120049,5296.67822265625,16.0,16.0,161061273600.0,161061273600.0,none,
