failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfreeze_position,error
False,43,0.005466212888166635,0.9960019990004998,0.9984080657999469,0.9986730360934183,0.9981432360742706,0.8986038809071095,0.5499999999999999,0.9970162956162497,0.9981617647058824,0.9975887013434378,0.9967953501719689,0.9979983835716923,0.9890054972513743,25.081459045410156,0.7126437425613403,0.03598200902342796,0.07105707239221648,0.7638655631414021,6189.147295373958,15136.140625,28.0,28.0,158544691200.0,147220070400.0,early+middle,
False,44,0.005237763518336752,0.9965017491254373,0.9984080657999469,0.9986730360934183,0.9981432360742706,0.8986160541471928,0.7999999999999999,0.9975887013434378,0.9981617647058824,0.9978751507494401,0.9971884499374387,0.9981416082746934,0.9895052473763118,25.084957122802734,0.7167835235595703,0.03748125955462456,0.07092751397026908,0.7641188547741342,5012.617251005955,15136.1376953125,28.0,28.0,158544691200.0,147220070400.0,early+middle,
False,42,0.006909334391821176,0.9920039980009995,0.9973502914679385,0.9962943356273161,0.9984084880636604,0.897705254893082,0.44999999999999996,0.9956387007919201,0.9966681985294118,0.9961531836711259,0.9940785908360628,0.9967517375695323,0.9805097451274363,25.08895492553711,0.721167802810669,0.039480261504650116,0.07077944720232932,0.7605859446187525,3446.821049229242,14284.11962890625,28.0,28.0,158544691200.0,147220070400.0,middle+late,
False,43,0.005562871622674879,0.9950024987506247,0.9980108738894046,0.9978785468045611,0.9981432360742706,0.8982738682432092,0.65,0.9966708759040294,0.9974724264705882,0.9970714900947459,0.9960369944226853,0.9975411819920752,0.9865067466266867,25.085956573486328,0.7138681411743164,0.03648176044225693,0.07089049727828411,0.7629100187681146,5776.041975583881,14288.59375,28.0,28.0,158544691200.0,147220070400.0,middle+late,
False,44,0.005488903856320507,0.9875062468765617,0.9965608465608465,0.9939313984168865,0.9992042440318303,0.8971491741789478,0.44999999999999996,0.9970135538708936,0.9972426470588235,0.9971280873061459,0.9923171670913538,0.9968444669334962,0.9785107446276862,25.088455200195312,0.7208825349807739,0.039480261504650116,0.0707979555483218,0.7588646286089602,5424.46074922476,14284.4345703125,28.0,28.0,158544691200.0,147220070400.0,middle+late,
False,42,0.005271456533657068,0.9945027486256871,0.9981432360742706,0.9981432360742706,0.9981432360742706,0.8983570247875902,0.49999999999999994,0.996900826446281,0.9978170955882353,0.9973587505741847,0.9959307495999359,0.9977509933242277,0.9860069965017492,25.09545135498047,0.7310159206390381,0.043478261679410934,0.07053883870442712,0.7626246818952197,6080.746449868195,15134.95263671875,28.0,28.0,158544691200.0,147220070400.0,early+late,
False,43,0.0050494080319893045,0.9940029985007496,0.9980114012992178,0.9976146302676915,0.9984084880636604,0.8982442111765836,0.49999999999999994,0.9971303948576676,0.998046875,0.997588424437299,0.9957957114690243,0.9977999128682584,0.9875062468765617,25.081958770751953,0.7136381268501282,0.03648176044225693,0.071038564046224,0.7629117681541578,6079.167640255764,15141.390625,28.0,28.0,158544691200.0,147220070400.0,early+late,
False,44,0.004950424534174988,0.9940029985007496,0.9978779840848806,0.9978779840848806,0.9978779840848806,0.8981692101460521,0.7,0.9973590538523367,0.9979319852941176,0.997645437316947,0.9958242179088483,0.9977617107009138,0.9865067466266867,25.086956024169922,0.7186339497566223,0.03898051008582115,0.07085348058629914,0.7626560466973655,5887.507299786899,15135.2626953125,28.0,28.0,158544691200.0,147220070400.0,early+late,
True,42,,,,,,,,,,,,,,,,,,,,,,,,,all,"CUDA out of memory. Tried to allocate 28.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 4.69 MiB is free. Process 3085122 has 13.19 GiB memory in use. Including non-PyTorch memory, this process has 18.14 GiB memory in use. Of the allocated memory 16.26 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
True,43,,,,,,,,,,,,,,,,,,,,,,,,,all,"CUDA out of memory. Tried to allocate 28.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 2.69 MiB is free. Process 3085122 has 13.19 GiB memory in use. Including non-PyTorch memory, this process has 18.14 GiB memory in use. Of the allocated memory 16.29 GiB is allocated by PyTorch, and 1.26 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
True,44,,,,,,,,,,,,,,,,,,,,,,,,,all,"CUDA out of memory. Tried to allocate 28.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 10.69 MiB is free. Process 3085122 has 13.19 GiB memory in use. Including non-PyTorch memory, this process has 18.13 GiB memory in use. Of the allocated memory 16.31 GiB is allocated by PyTorch, and 1.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
False,42,0.5924574542805493,0.12743628185907047,0.43624300228073815,0.3580667120490129,0.5580901856763926,0.4037979775765397,0.65,0.7588035350101971,0.6411994485294118,0.6950619590260912,0.4112491204425809,0.5656524806534147,0.07146426786606697,26.168415069580078,1.0743006467819214,0.5802099108695984,0.030799441867404465,0.2016367187611393,5044.215726802126,8578.69287109375,28.0,28.0,158544691200.0,152882380800.0,none,
False,43,0.5793745049917366,0.12293853073463268,0.418468731735827,0.37408568443051204,0.47480106100795755,0.3776766919584615,0.65,0.7675062640116049,0.6686580882352942,0.7146804199668447,0.4188094753507387,0.5665745758513359,0.07096451774112944,26.165916442871094,1.0753872394561768,0.5737131237983704,0.03089198359736689,0.20044110263079137,4835.546147454064,8580.521484375,28.0,28.0,158544691200.0,152882380800.0,none,
False,44,0.6024235608093292,0.1294352823588206,0.4392838874680307,0.3575353871773522,0.5694960212201592,0.400741861761996,0.65,0.7449617790132036,0.6158088235294118,0.6742562425309768,0.4018457624448987,0.5567700649995038,0.07796101949025487,26.162918090820312,1.0475897789001465,0.5577211380004883,0.0310030336733218,0.20136606327390352,4835.838457153179,8580.5185546875,28.0,28.0,158544691200.0,152882380800.0,none,
