failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,unfreeze_position
False,43,0.004916457022773102,0.9955022488755623,0.9982765477926554,0.9978796713490591,0.9986737400530504,0.8985062598759626,0.65,0.995868717007115,0.9970128676470589,0.9964404638879321,0.9959713563817472,0.9973585058402937,0.9765117441279361,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7508721991019751,3063.70428297529,10986.78564453125,16,16,161061273600.0,161061273600.0,early+middle
False,44,0.00523692648979581,0.9945027486256871,0.9981447124304267,0.9973516949152542,0.9989389920424403,0.8983900622087763,0.44999999999999996,0.9957539591462015,0.9968979779411765,0.9963256401423816,0.9954141943840343,0.9972351762864041,0.9750124937531235,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7502499953192743,3274.8474787902087,10989.318359375,16,16,161061273600.0,161061273600.0,early+middle
False,42,0.00494802809184495,0.9860069965017492,0.9961665565102445,0.9928853754940712,0.9994694960212201,0.8968501108479744,0.39999999999999997,0.9960977849190864,0.9971277573529411,0.9966125050238273,0.9913097507627882,0.9963895307670358,0.967016491754123,14.55272388458252,0.497336745262146,0.5527236461639404,0.029818407694498728,0.7457573819167329,3315.726630754769,10495.390625,16,16,161061273600.0,161061273600.0,middle+late
False,43,0.0049448111756617555,0.9965017491254373,0.9985413075188967,0.9984089101034208,0.9986737400530504,0.898745130444294,0.85,0.9958682428555032,0.9968979779411765,0.9963828443474767,0.996442296736457,0.9974620759331867,0.9765117441279361,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7512062704558574,3722.1665620980784,10495.3916015625,16,16,161061273600.0,161061273600.0,middle+late
False,44,0.006615175362013139,0.9930034982508745,0.9974811083123426,0.9970845481049563,0.9978779840848806,0.8978176406466268,0.7,0.9954086317722681,0.9963235294117647,0.9958658704639413,0.9944346843574079,0.9966734893881419,0.9720139930034982,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7490517695766432,2924.715079113841,10491.92626953125,16,16,161061273600.0,161061273600.0,middle+late
False,42,0.004899556309750501,0.9880059970014993,0.9966935590530354,0.9939329992086521,0.9994694960212201,0.8972885964463142,0.44999999999999996,0.996212555950878,0.9972426470588235,0.9967273353620025,0.992366666181751,0.996710447207519,0.9705147426286856,14.551724433898926,0.49744173884391785,0.5517241358757019,0.029885037740071563,0.7471536188630846,4360.689523429144,10987.689453125,16,16,161061273600.0,161061273600.0,early+late
False,43,0.004880236491268274,0.9960019990004998,0.9984089101034208,0.9981442205726405,0.9986737400530504,0.8986182938763685,0.7,0.995639201285288,0.9967830882352942,0.996210816396831,0.9961064076986654,0.9973098632501258,0.9765117441279361,14.546226501464844,0.4979829490184784,0.5462268590927124,0.030251566569010402,0.7509933059805212,3617.60497009987,10987.6884765625,16,16,161061273600.0,161061273600.0,early+late
False,44,0.0047383432639939,0.9955022488755623,0.9982760907041507,0.998143728453991,0.9984084880636604,0.8984884005032612,0.85,0.9955249569707401,0.9967830882352942,0.9961536253516275,0.995827937113595,0.9972148580278891,0.9760119940029985,14.545726776123047,0.49802911281585693,0.5457271337509155,0.030284881591796875,0.7507280083681899,4274.769314195961,10983.20556640625,16,16,161061273600.0,161061273600.0,early+late
False,42,0.0050480686074453945,0.9960019990004998,0.9984080657999469,0.9986730360934183,0.9981432360742706,0.8986282768984273,0.95,0.995639201285288,0.9967830882352942,0.996210816396831,0.9961064076986654,0.9973094410983889,0.9765117441279361,14.54522705078125,0.4980747401714325,0.5452274084091187,0.030318196614583348,0.7510098579539803,5344.626830662135,13775.36474609375,16,16,161061273600.0,161061273600.0,all
False,43,0.004423302855709961,0.993503248375812,0.9977480460988211,0.9965599364911352,0.9989389920424403,0.8980664848047526,0.44999999999999996,0.9955264969029594,0.9971277573529411,0.9963264837561704,0.9949148660659912,0.9970372649274957,0.975512243878061,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7500006174295721,4639.926959909964,13775.35888671875,16,16,161061273600.0,161061273600.0,all
False,44,0.004794832968929471,0.9950024987506247,0.9982770046388336,0.997615894039735,0.9989389920424403,0.8984857341211002,0.44999999999999996,0.9957534718237117,0.9967830882352942,0.9962680140093013,0.9956352563799631,0.9972725093240675,0.9750124937531235,14.549725532531738,0.49764561653137207,0.5497251152992249,0.030018297831217455,0.7503259501646333,4728.942293554079,13822.8251953125,16,16,161061273600.0,161061273600.0,all
False,42,0.37598709530564417,0.223888055972014,0.5768254863264731,0.6155234657039711,0.5427055702917772,0.5213797118532112,0.65,0.9596177909225344,0.9692095588235294,0.9643898256644756,0.5941389408182448,0.7706076559954744,0.21689155422288856,14.803598403930664,0.3973751962184906,0.8035982251167297,0.013093439737955737,0.3064700015695394,3511.8365025380626,6765.1884765625,16,16,161061273600.0,161061273600.0,none
False,43,0.3934476678352432,0.16491754122938532,0.5452153110047847,0.49651416122004355,0.6045092838196287,0.5036337877315953,0.6,0.9583617747440273,0.9678308823529411,0.9630730536183835,0.5639952974238844,0.7541441823115841,0.15892053973013492,14.876062393188477,0.3295932114124298,0.8760619759559631,0.008262507120768259,0.27186104267293065,3491.5838363622315,6763.439453125,16,16,161061273600.0,161061273600.0,none
False,44,0.37459265592088736,0.1924037981009495,0.5692987299834346,0.5935521013241221,0.5469496021220159,0.5192441777695151,0.65,0.9589492836024562,0.9688648897058824,0.9638815864670249,0.5781426922839872,0.7665901582252297,0.1839080459770115,14.812093734741211,0.3907347619533539,0.81209397315979,0.012527084350585915,0.289282059269641,3490.267587610986,6765.326171875,16,16,161061273600.0,161061273600.0,none
