failed,seed,loss,intent_acc,intent_micro_f1,intent_micro_precision,intent_micro_recall,intent_macro_f1,intent_threshold_used,slot_precision,slot_recall,slot_f1,mean_intent_slot,mean_f1,semantic_acc,mean_exit_layer,std_exit_layer,pct_full_pass,layer_savings_pct,balanced_score,train_wall_time_sec,peak_gpu_mem_MB,num_unfrozen_layers,num_layers,est_train_flops_per_sample,est_inference_flops_per_sample,experiment,use_freq_exit,intent_loss_fn,ee_patience_decay,exit_logit_smoothing,require_joint_stability,unfrozen_ratio,min_unfrozen_ratio_floor
False,43,0.004068020529860901,0.9965017491254373,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987299609185969,0.49999999999999994,0.9959834748680284,0.9971277573529411,0.9965552876334826,0.9965285183794599,0.9975484909597878,0.9775112443778111,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7514277742624828,3968.1122341528535,12106.7705078125,12,16,161061273600.0,161061273600.0,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0
False,44,0.004911090331339923,0.9965017491254373,0.9986740917528507,0.9984093319194062,0.9989389920424403,0.8988381263508088,0.44999999999999996,0.9957534718237117,0.9967830882352942,0.9962680140093013,0.9963848815673693,0.997471052881076,0.9760119940029985,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7511085646678424,4599.579154405277,12115.5888671875,12,16,161061273600.0,161061273600.0,E3_no_depth_adaptive_patience,True,bce,0.0,True,True,0.7566455605042577,0.0
False,42,0.004515872836443206,0.9965017491254373,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987257625954653,0.75,0.995754446356856,0.9970128676470589,0.996383259658993,0.9964425043922152,0.9974624769725431,0.9770114942528736,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.751306320740684,4568.099460910074,12106.771484375,12,16,161061273600.0,161061273600.0,E4_no_exit_logit_smoothing,True,bce,0.07697990982879299,False,True,0.7566455605042577,0.0
False,43,0.004264585540058978,0.9965017491254373,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987299609185969,0.49999999999999994,0.9959830138872948,0.9970128676470589,0.9964976746856521,0.9964997119055448,0.9975196844858726,0.9770114942528736,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7513206226190164,3966.033356627915,12106.7705078125,12,16,161061273600.0,161061273600.0,E4_no_exit_logit_smoothing,True,bce,0.07697990982879299,False,True,0.7566455605042577,0.0
False,44,0.004870967694142633,0.9965017491254373,0.9986740917528507,0.9984093319194062,0.9989389920424403,0.8988381263508088,0.44999999999999996,0.9957534718237117,0.9967830882352942,0.9962680140093013,0.9963848815673693,0.997471052881076,0.9760119940029985,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7511085646678424,4608.480145656038,12115.5888671875,12,16,161061273600.0,161061273600.0,E4_no_exit_logit_smoothing,True,bce,0.07697990982879299,False,True,0.7566455605042577,0.0
False,42,0.37598709530564417,0.223888055972014,0.5768254863264731,0.6155234657039711,0.5427055702917772,0.5213797118532112,0.65,0.9596177909225344,0.9692095588235294,0.9643898256644756,0.5941389408182448,0.7706076559954744,0.21689155422288856,14.803598403930664,0.3973751962184906,0.8035982251167297,0.013093439737955737,0.3064700015695394,3498.2856855420396,6765.1884765625,0,16,161061273600.0,161061273600.0,E5_fully_frozen_backbone,True,bce,0.07697990982879299,True,True,0.0,0.0
False,43,0.3934476678352432,0.16491754122938532,0.5452153110047847,0.49651416122004355,0.6045092838196287,0.5036337877315953,0.6,0.9583617747440273,0.9678308823529411,0.9630730536183835,0.5639952974238844,0.7541441823115841,0.15892053973013492,14.876062393188477,0.3295932114124298,0.8760619759559631,0.008262507120768259,0.27186104267293065,3516.7845937949605,6763.439453125,0,16,161061273600.0,161061273600.0,E5_fully_frozen_backbone,True,bce,0.07697990982879299,True,True,0.0,0.0
False,44,0.37459265592088736,0.1924037981009495,0.5692987299834346,0.5935521013241221,0.5469496021220159,0.5192441777695151,0.65,0.9589492836024562,0.9688648897058824,0.9638815864670249,0.5781426922839872,0.7665901582252297,0.1839080459770115,14.812093734741211,0.3907347619533539,0.81209397315979,0.012527084350585915,0.289282059269641,3582.375208796002,6765.326171875,0,16,161061273600.0,161061273600.0,E5_fully_frozen_backbone,True,bce,0.07697990982879299,True,True,0.0,0.0
False,42,0.004216069342098681,0.9965017491254373,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987257625954653,0.75,0.995754446356856,0.9970128676470589,0.996383259658993,0.9964425043922152,0.9974624769725431,0.9770114942528736,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.751306320740684,4731.7584929717705,12106.771484375,12,16,161061273600.0,161061273600.0,E6_single_task_exit,True,bce,0.07697990982879299,True,False,0.7566455605042577,0.0
False,43,0.0040718973214822485,0.9965017491254373,0.9985416942860931,0.9981447124304267,0.9989389920424403,0.8987299609185969,0.49999999999999994,0.9959834748680284,0.9971277573529411,0.9965552876334826,0.9965285183794599,0.9975484909597878,0.9775112443778111,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7514277742624828,4080.961741901934,12106.7705078125,12,16,161061273600.0,161061273600.0,E6_single_task_exit,True,bce,0.07697990982879299,True,False,0.7566455605042577,0.0
False,44,0.004911090331339923,0.9965017491254373,0.9986740917528507,0.9984093319194062,0.9989389920424403,0.8988381263508088,0.44999999999999996,0.9957534718237117,0.9967830882352942,0.9962680140093013,0.9963848815673693,0.997471052881076,0.9760119940029985,14.544727325439453,0.49811989068984985,0.544727623462677,0.03035151163736982,0.7511085646678424,4560.817280389834,12115.5888671875,12,16,161061273600.0,161061273600.0,E6_single_task_exit,True,bce,0.07697990982879299,True,False,0.7566455605042577,0.0
